Time,Series,Value
2021-06-12T19:00:00+02:00,Other electricity,0.625
2021-06-12T19:00:00+02:00,Cooling,11.25
2021-06-12T19:00:00+02:00,Heating,4
2021-06-12T20:00:00+02:00,Ventilation,8.125
2021-06-12T20:00:00+02:00,Sokets plug,14.5
2021-06-12T20:00:00+02:00,Lighting,7.563
2021-06-12T20:00:00+02:00,Other electricity,0
2021-06-12T20:00:00+02:00,Cooling,33.5
2021-06-12T20:00:00+02:00,Heating,5.75
2021-06-12T21:00:00+02:00,Ventilation,6.25
2021-06-12T21:00:00+02:00,Sokets plug,14
2021-06-12T21:00:00+02:00,Lighting,4.25
2021-06-12T21:00:00+02:00,Other electricity,0
2021-06-12T21:00:00+02:00,Cooling,27.125
2021-06-12T21:00:00+02:00,Heating,6
2021-06-12T22:00:00+02:00,Ventilation,3.5
2021-06-12T22:00:00+02:00,Sokets plug,8.813
2021-06-12T22:00:00+02:00,Lighting,4.188
2021-06-12T22:00:00+02:00,Other electricity,2.875
2021-06-12T22:00:00+02:00,Cooling,20.125
2021-06-12T22:00:00+02:00,Heating,4
2021-06-12T23:00:00+02:00,Ventilation,7.875
2021-06-12T23:00:00+02:00,Sokets plug,15.688
2021-06-12T23:00:00+02:00,Lighting,6.063
2021-06-12T23:00:00+02:00,Other electricity,9.875
2021-06-12T23:00:00+02:00,Cooling,16.5
2021-06-12T23:00:00+02:00,Heating,5.75
2021-06-13T00:00:00+02:00,Ventilation,5.125
2021-06-13T00:00:00+02:00,Sokets plug,13.438
2021-06-13T00:00:00+02:00,Lighting,4.875
2021-06-13T00:00:00+02:00,Other electricity,6.188
2021-06-13T00:00:00+02:00,Cooling,28.875
2021-06-13T00:00:00+02:00,Heating,5.75
2021-06-13T01:00:00+02:00,Ventilation,4.75
2021-06-13T01:00:00+02:00,Sokets plug,9.438
2021-06-13T01:00:00+02:00,Lighting,4.25
2021-06-13T01:00:00+02:00,Other electricity,7.438
2021-06-13T01:00:00+02:00,Cooling,13.625
2021-06-13T01:00:00+02:00,Heating,4.5
2021-06-13T02:00:00+02:00,Ventilation,5.5
2021-06-13T02:00:00+02:00,Sokets plug,12.688
2021-06-13T02:00:00+02:00,Lighting,6.5
2021-06-13T02:00:00+02:00,Other electricity,6.063
2021-06-13T02:00:00+02:00,Cooling,25.75
2021-06-13T02:00:00+02:00,Heating,5.25
2021-06-13T03:00:00+02:00,Ventilation,4.875
2021-06-13T03:00:00+02:00,Sokets plug,12.125
2021-06-13T03:00:00+02:00,Lighting,6.875
2021-06-13T03:00:00+02:00,Other electricity,8.375
2021-06-13T03:00:00+02:00,Cooling,26.25
2021-06-13T03:00:00+02:00,Heating,6.25
2021-06-13T04:00:00+02:00,Ventilation,5.75
2021-06-13T04:00:00+02:00,Sokets plug,9.375
2021-06-13T04:00:00+02:00,Lighting,3
2021-06-13T04:00:00+02:00,Other electricity,9.5
2021-06-13T04:00:00+02:00,Cooling,10.375
2021-06-13T04:00:00+02:00,Heating,4
2021-06-13T05:00:00+02:00,Ventilation,7.125
2021-06-13T05:00:00+02:00,Sokets plug,15.688
2021-06-13T05:00:00+02:00,Lighting,6.5
2021-06-13T05:00:00+02:00,Other electricity,0.5
2021-06-13T05:00:00+02:00,Cooling,26.188
2021-06-13T05:00:00+02:00,Heating,5.75
2021-06-13T06:00:00+02:00,Ventilation,7.125
2021-06-13T06:00:00+02:00,Sokets plug,13.563
2021-06-13T06:00:00+02:00,Lighting,5.688
2021-06-13T06:00:00+02:00,Other electricity,7.063
2021-06-13T06:00:00+02:00,Cooling,26.063
2021-06-13T06:00:00+02:00,Heating,5.25
2021-06-13T07:00:00+02:00,Ventilation,5.125
2021-06-13T07:00:00+02:00,Sokets plug,10.063
2021-06-13T07:00:00+02:00,Lighting,5.438
2021-06-13T07:00:00+02:00,Other electricity,20
2021-06-13T07:00:00+02:00,Cooling,15.875
2021-06-13T07:00:00+02:00,Heating,5.25
2021-06-13T08:00:00+02:00,Ventilation,7
2021-06-13T08:00:00+02:00,Sokets plug,15.875
2021-06-13T08:00:00+02:00,Lighting,5.688
2021-06-13T08:00:00+02:00,Other electricity,4.063
2021-06-13T08:00:00+02:00,Cooling,21.875
2021-06-13T08:00:00+02:00,Heating,6
2021-06-13T09:00:00+02:00,Ventilation,6.5
2021-06-13T09:00:00+02:00,Sokets plug,14.125
2021-06-13T09:00:00+02:00,Lighting,5.875
2021-06-13T09:00:00+02:00,Other electricity,9.5
2021-06-13T09:00:00+02:00,Cooling,20.5
2021-06-13T09:00:00+02:00,Heating,6.25
2021-06-13T10:00:00+02:00,Ventilation,6.875
2021-06-13T10:00:00+02:00,Sokets plug,16.625
2021-06-13T10:00:00+02:00,Lighting,5.125
2021-06-13T10:00:00+02:00,Other electricity,6
2021-06-13T10:00:00+02:00,Cooling,21.875
2021-06-13T10:00:00+02:00,Heating,5
2021-06-13T11:00:00+02:00,Ventilation,6.25
2021-06-13T11:00:00+02:00,Sokets plug,20.125
2021-06-13T11:00:00+02:00,Lighting,4.875
2021-06-13T11:00:00+02:00,Other electricity,5.75
2021-06-13T11:00:00+02:00,Cooling,18.5
2021-06-13T11:00:00+02:00,Heating,5.25
2021-06-13T12:00:00+02:00,Ventilation,5.875
2021-06-13T12:00:00+02:00,Sokets plug,21
2021-06-13T12:00:00+02:00,Lighting,5
2021-06-13T12:00:00+02:00,Other electricity,3.25
2021-06-13T12:00:00+02:00,Cooling,20.875
2021-06-13T12:00:00+02:00,Heating,5.75
2021-06-13T13:00:00+02:00,Ventilation,6.25
2021-06-13T13:00:00+02:00,Sokets plug,25.5
2021-06-13T13:00:00+02:00,Lighting,4.875
2021-06-13T13:00:00+02:00,Other electricity,0
2021-06-13T13:00:00+02:00,Cooling,20.75
2021-06-13T13:00:00+02:00,Heating,5.5
2021-06-13T14:00:00+02:00,Ventilation,6.125
2021-06-13T14:00:00+02:00,Sokets plug,24
2021-06-13T14:00:00+02:00,Lighting,6.5
2021-06-13T14:00:00+02:00,Other electricity,0
2021-06-13T14:00:00+02:00,Cooling,26.875
2021-06-13T14:00:00+02:00,Heating,6.25
2021-06-13T15:00:00+02:00,Ventilation,6.875
2021-06-13T15:00:00+02:00,Sokets plug,20.313
2021-06-13T15:00:00+02:00,Lighting,5
2021-06-13T15:00:00+02:00,Other electricity,0
2021-06-13T15:00:00+02:00,Cooling,26.75
2021-06-13T15:00:00+02:00,Heating,6
2021-06-13T16:00:00+02:00,Ventilation,6.875
2021-06-13T16:00:00+02:00,Sokets plug,20.688
2021-06-13T16:00:00+02:00,Lighting,3.688
2021-06-13T16:00:00+02:00,Other electricity,0
2021-06-13T16:00:00+02:00,Cooling,15.875
2021-06-13T16:00:00+02:00,Heating,5.5
2021-06-13T17:00:00+02:00,Ventilation,6.625
2021-06-13T17:00:00+02:00,Sokets plug,20.375
2021-06-13T17:00:00+02:00,Lighting,7.875
2021-06-13T17:00:00+02:00,Other electricity,0
2021-06-13T17:00:00+02:00,Cooling,31
2021-06-13T17:00:00+02:00,Heating,5.5
2021-06-13T18:00:00+02:00,Ventilation,6.625
2021-06-13T18:00:00+02:00,Sokets plug,19.5
2021-06-13T18:00:00+02:00,Lighting,7.313
2021-06-13T18:00:00+02:00,Other electricity,0
2021-06-13T18:00:00+02:00,Cooling,23.938
2021-06-13T18:00:00+02:00,Heating,5.5
2021-06-13T19:00:00+02:00,Ventilation,5.625
2021-06-13T19:00:00+02:00,Sokets plug,19.375
2021-06-13T19:00:00+02:00,Lighting,5.125
2021-06-13T19:00:00+02:00,Other electricity,0
2021-06-13T19:00:00+02:00,Cooling,38.938
2021-06-13T19:00:00+02:00,Heating,5.5
2021-06-13T20:00:00+02:00,Ventilation,5.125
2021-06-13T20:00:00+02:00,Sokets plug,19.813
2021-06-13T20:00:00+02:00,Lighting,6.875
2021-06-13T20:00:00+02:00,Other electricity,0
2021-06-13T20:00:00+02:00,Cooling,21.5
2021-06-13T20:00:00+02:00,Heating,6.25
2021-06-13T21:00:00+02:00,Ventilation,8.375
2021-06-13T21:00:00+02:00,Sokets plug,19.75
2021-06-13T21:00:00+02:00,Lighting,6.063
2021-06-13T21:00:00+02:00,Other electricity,0
2021-06-13T21:00:00+02:00,Cooling,34.75
2021-06-13T21:00:00+02:00,Heating,5.75
2021-06-13T22:00:00+02:00,Ventilation,4.375
2021-06-13T22:00:00+02:00,Sokets plug,17
2021-06-13T22:00:00+02:00,Lighting,4.063
2021-06-13T22:00:00+02:00,Other electricity,12.188
2021-06-13T22:00:00+02:00,Cooling,18.375
2021-06-13T22:00:00+02:00,Heating,5
2021-06-13T23:00:00+02:00,Ventilation,7.5
2021-06-13T23:00:00+02:00,Sokets plug,17.563
2021-06-13T23:00:00+02:00,Lighting,6.563
2021-06-13T23:00:00+02:00,Other electricity,2.875
2021-06-13T23:00:00+02:00,Cooling,23.5
2021-06-13T23:00:00+02:00,Heating,5.75
2021-06-14T00:00:00+02:00,Ventilation,6.375
2021-06-14T00:00:00+02:00,Sokets plug,15.313
2021-06-14T00:00:00+02:00,Lighting,5.875
2021-06-14T00:00:00+02:00,Other electricity,7.938
2021-06-14T00:00:00+02:00,Cooling,23
2021-06-14T00:00:00+02:00,Heating,5.75
2021-06-14T01:00:00+02:00,Ventilation,5.375
2021-06-14T01:00:00+02:00,Sokets plug,12.688
2021-06-14T01:00:00+02:00,Lighting,5.125
2021-06-14T01:00:00+02:00,Other electricity,11.813
2021-06-14T01:00:00+02:00,Cooling,22
2021-06-14T01:00:00+02:00,Heating,6.25
2021-06-14T02:00:00+02:00,Ventilation,8.75
2021-06-14T02:00:00+02:00,Sokets plug,14.438
2021-06-14T02:00:00+02:00,Lighting,6.438
2021-06-14T02:00:00+02:00,Other electricity,0
2021-06-14T02:00:00+02:00,Cooling,35.5
2021-06-14T02:00:00+02:00,Heating,6
2021-06-14T03:00:00+02:00,Ventilation,5.875
2021-06-14T03:00:00+02:00,Sokets plug,12.688
2021-06-14T03:00:00+02:00,Lighting,5.438
2021-06-14T03:00:00+02:00,Other electricity,13.25
2021-06-14T03:00:00+02:00,Cooling,19.25
2021-06-14T03:00:00+02:00,Heating,7.5
2021-06-14T04:00:00+02:00,Ventilation,5.75
2021-06-14T04:00:00+02:00,Sokets plug,10.063
2021-06-14T04:00:00+02:00,Lighting,5.563
2021-06-14T04:00:00+02:00,Other electricity,17.75
2021-06-14T04:00:00+02:00,Cooling,16.375
2021-06-14T04:00:00+02:00,Heating,4.75
2021-06-14T05:00:00+02:00,Ventilation,6.5
2021-06-14T05:00:00+02:00,Sokets plug,14
2021-06-14T05:00:00+02:00,Lighting,5.563
2021-06-14T05:00:00+02:00,Other electricity,6.688
2021-06-14T05:00:00+02:00,Cooling,26.25
2021-06-14T05:00:00+02:00,Heating,5
2021-06-14T06:00:00+02:00,Ventilation,7.75
2021-06-14T06:00:00+02:00,Sokets plug,13.313
2021-06-14T06:00:00+02:00,Lighting,5.625
2021-06-14T06:00:00+02:00,Other electricity,3.313
2021-06-14T06:00:00+02:00,Cooling,30.5
2021-06-14T06:00:00+02:00,Heating,5.75
2021-06-14T07:00:00+02:00,Ventilation,14.75
2021-06-14T07:00:00+02:00,Sokets plug,11.25
2021-06-14T07:00:00+02:00,Lighting,6.188
2021-06-14T07:00:00+02:00,Other electricity,9.313
2021-06-14T07:00:00+02:00,Cooling,23.5
2021-06-14T07:00:00+02:00,Heating,6.25
2021-06-14T08:00:00+02:00,Ventilation,28.875
2021-06-14T08:00:00+02:00,Sokets plug,20.125
2021-06-14T08:00:00+02:00,Lighting,11.313
2021-06-14T08:00:00+02:00,Other electricity,0
2021-06-14T08:00:00+02:00,Cooling,28.125
2021-06-14T08:00:00+02:00,Heating,5.75
2021-06-14T09:00:00+02:00,Ventilation,118.125
2021-06-14T09:00:00+02:00,Sokets plug,16.375
2021-06-14T09:00:00+02:00,Lighting,13.25
2021-06-14T09:00:00+02:00,Other electricity,0
2021-06-14T09:00:00+02:00,Cooling,48.5
2021-06-14T09:00:00+02:00,Heating,7
2021-06-14T10:00:00+02:00,Ventilation,84.875
2021-06-14T10:00:00+02:00,Sokets plug,22.75
2021-06-14T10:00:00+02:00,Lighting,14.938
2021-06-14T10:00:00+02:00,Other electricity,0
2021-06-14T10:00:00+02:00,Cooling,200.125
2021-06-14T10:00:00+02:00,Heating,6
2021-06-14T11:00:00+02:00,Ventilation,null
2021-06-14T11:00:00+02:00,Sokets plug,null
2021-06-14T11:00:00+02:00,Lighting,null
2021-06-14T11:00:00+02:00,Other electricity,null
2021-06-14T11:00:00+02:00,Cooling,null
2021-06-14T11:00:00+02:00,Heating,null
2021-06-14T12:00:00+02:00,Ventilation,null
2021-06-14T12:00:00+02:00,Sokets plug,null
2021-06-14T12:00:00+02:00,Lighting,null
2021-06-14T12:00:00+02:00,Other electricity,null
2021-06-14T12:00:00+02:00,Cooling,null
2021-06-14T12:00:00+02:00,Heating,null
2021-06-14T13:00:00+02:00,Ventilation,null
2021-06-14T13:00:00+02:00,Sokets plug,null
2021-06-14T13:00:00+02:00,Lighting,null
2021-06-14T13:00:00+02:00,Other electricity,null
2021-06-14T13:00:00+02:00,Cooling,null
2021-06-14T13:00:00+02:00,Heating,null
2021-06-14T14:00:00+02:00,Ventilation,null
2021-06-14T14:00:00+02:00,Sokets plug,null
2021-06-14T14:00:00+02:00,Lighting,null
2021-06-14T14:00:00+02:00,Other electricity,null
2021-06-14T14:00:00+02:00,Cooling,null
2021-06-14T14:00:00+02:00,Heating,null
2021-06-14T15:00:00+02:00,Ventilation,null
2021-06-14T15:00:00+02:00,Sokets plug,null
2021-06-14T15:00:00+02:00,Lighting,null
2021-06-14T15:00:00+02:00,Other electricity,null
2021-06-14T15:00:00+02:00,Cooling,null
2021-06-14T15:00:00+02:00,Heating,null
2021-06-14T16:00:00+02:00,Ventilation,null
2021-06-14T16:00:00+02:00,Sokets plug,null
2021-06-14T16:00:00+02:00,Lighting,null
2021-06-14T16:00:00+02:00,Other electricity,null
2021-06-14T16:00:00+02:00,Cooling,null
2021-06-14T16:00:00+02:00,Heating,null
2021-06-14T17:00:00+02:00,Ventilation,null
2021-06-14T17:00:00+02:00,Sokets plug,null
2021-06-14T17:00:00+02:00,Lighting,null
2021-06-14T17:00:00+02:00,Other electricity,null
2021-06-14T17:00:00+02:00,Cooling,null
2021-06-14T17:00:00+02:00,Heating,null
2021-06-14T18:00:00+02:00,Ventilation,null
2021-06-14T18:00:00+02:00,Sokets plug,null
2021-06-14T18:00:00+02:00,Lighting,null
2021-06-14T18:00:00+02:00,Other electricity,null
2021-06-14T18:00:00+02:00,Cooling,null
2021-06-14T18:00:00+02:00,Heating,null
2021-06-14T19:00:00+02:00,Ventilation,null
2021-06-14T19:00:00+02:00,Sokets plug,null
2021-06-14T19:00:00+02:00,Lighting,null
2021-06-14T19:00:00+02:00,Other electricity,null
2021-06-14T19:00:00+02:00,Cooling,null
2021-06-14T19:00:00+02:00,Heating,null
2021-06-14T20:00:00+02:00,Ventilation,null
2021-06-14T20:00:00+02:00,Sokets plug,null
2021-06-14T20:00:00+02:00,Lighting,null
2021-06-14T20:00:00+02:00,Other electricity,null
2021-06-14T20:00:00+02:00,Cooling,null
2021-06-14T20:00:00+02:00,Heating,null
2021-06-14T21:00:00+02:00,Ventilation,null
2021-06-14T21:00:00+02:00,Sokets plug,null
2021-06-14T21:00:00+02:00,Lighting,null
2021-06-14T21:00:00+02:00,Other electricity,null
2021-06-14T21:00:00+02:00,Cooling,null
2021-06-14T21:00:00+02:00,Heating,null
2021-06-14T22:00:00+02:00,Ventilation,null
2021-06-14T22:00:00+02:00,Sokets plug,null
2021-06-14T22:00:00+02:00,Lighting,null
2021-06-14T22:00:00+02:00,Other electricity,null
2021-06-14T22:00:00+02:00,Cooling,null
2021-06-14T22:00:00+02:00,Heating,null
2021-06-14T23:00:00+02:00,Ventilation,null
2021-06-14T23:00:00+02:00,Sokets plug,null
2021-06-14T23:00:00+02:00,Lighting,null
2021-06-14T23:00:00+02:00,Other electricity,null
2021-06-14T23:00:00+02:00,Cooling,null
2021-06-14T23:00:00+02:00,Heating,null
2021-06-15T00:00:00+02:00,Ventilation,null
2021-06-15T00:00:00+02:00,Sokets plug,null
2021-06-15T00:00:00+02:00,Lighting,null
2021-06-15T00:00:00+02:00,Other electricity,null
2021-06-15T00:00:00+02:00,Cooling,null
2021-06-15T00:00:00+02:00,Heating,null
2021-06-15T01:00:00+02:00,Ventilation,null
2021-06-15T01:00:00+02:00,Sokets plug,null
2021-06-15T01:00:00+02:00,Lighting,null
2021-06-15T01:00:00+02:00,Other electricity,null
2021-06-15T01:00:00+02:00,Cooling,null
2021-06-15T01:00:00+02:00,Heating,null
2021-06-15T02:00:00+02:00,Ventilation,null
2021-06-15T02:00:00+02:00,Sokets plug,null
2021-06-15T02:00:00+02:00,Lighting,null
2021-06-15T02:00:00+02:00,Other electricity,null
2021-06-15T02:00:00+02:00,Cooling,null
2021-06-15T02:00:00+02:00,Heating,null
2021-06-15T03:00:00+02:00,Ventilation,null
2021-06-15T03:00:00+02:00,Sokets plug,null
2021-06-15T03:00:00+02:00,Lighting,null
2021-06-15T03:00:00+02:00,Other electricity,null
2021-06-15T03:00:00+02:00,Cooling,null
2021-06-15T03:00:00+02:00,Heating,null
2021-06-15T04:00:00+02:00,Ventilation,null
2021-06-15T04:00:00+02:00,Sokets plug,null
2021-06-15T04:00:00+02:00,Lighting,null
2021-06-15T04:00:00+02:00,Other electricity,null
2021-06-15T04:00:00+02:00,Cooling,null
2021-06-15T04:00:00+02:00,Heating,null
2021-06-15T05:00:00+02:00,Ventilation,null
2021-06-15T05:00:00+02:00,Sokets plug,null
2021-06-15T05:00:00+02:00,Lighting,null
2021-06-15T05:00:00+02:00,Other electricity,null
2021-06-15T05:00:00+02:00,Cooling,null
2021-06-15T05:00:00+02:00,Heating,null
2021-06-15T06:00:00+02:00,Ventilation,null
2021-06-15T06:00:00+02:00,Sokets plug,null
2021-06-15T06:00:00+02:00,Lighting,null
2021-06-15T06:00:00+02:00,Other electricity,null
2021-06-15T06:00:00+02:00,Cooling,null
2021-06-15T06:00:00+02:00,Heating,null
2021-06-15T07:00:00+02:00,Ventilation,null
2021-06-15T07:00:00+02:00,Sokets plug,null
2021-06-15T07:00:00+02:00,Lighting,null
2021-06-15T07:00:00+02:00,Other electricity,null
2021-06-15T07:00:00+02:00,Cooling,null
2021-06-15T07:00:00+02:00,Heating,null
2021-06-15T08:00:00+02:00,Ventilation,null
2021-06-15T08:00:00+02:00,Sokets plug,null
2021-06-15T08:00:00+02:00,Lighting,null
2021-06-15T08:00:00+02:00,Other electricity,null
2021-06-15T08:00:00+02:00,Cooling,null
2021-06-15T08:00:00+02:00,Heating,null
2021-06-15T09:00:00+02:00,Ventilation,null
2021-06-15T09:00:00+02:00,Sokets plug,null
2021-06-15T09:00:00+02:00,Lighting,null
2021-06-15T09:00:00+02:00,Other electricity,null
2021-06-15T09:00:00+02:00,Cooling,null
2021-06-15T09:00:00+02:00,Heating,null
2021-06-15T10:00:00+02:00,Ventilation,null
2021-06-15T10:00:00+02:00,Sokets plug,null
2021-06-15T10:00:00+02:00,Lighting,null
2021-06-15T10:00:00+02:00,Other electricity,null
2021-06-15T10:00:00+02:00,Cooling,null
2021-06-15T10:00:00+02:00,Heating,null
2021-06-15T11:00:00+02:00,Ventilation,null
2021-06-15T11:00:00+02:00,Sokets plug,null
2021-06-15T11:00:00+02:00,Lighting,null
2021-06-15T11:00:00+02:00,Other electricity,null
2021-06-15T11:00:00+02:00,Cooling,null
2021-06-15T11:00:00+02:00,Heating,null
2021-06-15T12:00:00+02:00,Ventilation,null
2021-06-15T12:00:00+02:00,Sokets plug,null
2021-06-15T12:00:00+02:00,Lighting,null
2021-06-15T12:00:00+02:00,Other electricity,null
2021-06-15T12:00:00+02:00,Cooling,null
2021-06-15T12:00:00+02:00,Heating,null
2021-06-15T13:00:00+02:00,Ventilation,null
2021-06-15T13:00:00+02:00,Sokets plug,null
2021-06-15T13:00:00+02:00,Lighting,null
2021-06-15T13:00:00+02:00,Other electricity,null
2021-06-15T13:00:00+02:00,Cooling,null
2021-06-15T13:00:00+02:00,Heating,null
2021-06-15T14:00:00+02:00,Ventilation,null
2021-06-15T14:00:00+02:00,Sokets plug,null
2021-06-15T14:00:00+02:00,Lighting,null
2021-06-15T14:00:00+02:00,Other electricity,null
2021-06-15T14:00:00+02:00,Cooling,null
2021-06-15T14:00:00+02:00,Heating,null
2021-06-15T15:00:00+02:00,Ventilation,null
2021-06-15T15:00:00+02:00,Sokets plug,null
2021-06-15T15:00:00+02:00,Lighting,null
2021-06-15T15:00:00+02:00,Other electricity,null
2021-06-15T15:00:00+02:00,Cooling,null
2021-06-15T15:00:00+02:00,Heating,null
2021-06-15T16:00:00+02:00,Ventilation,null
2021-06-15T16:00:00+02:00,Sokets plug,null
2021-06-15T16:00:00+02:00,Lighting,null
2021-06-15T16:00:00+02:00,Other electricity,null
2021-06-15T16:00:00+02:00,Cooling,null
2021-06-15T16:00:00+02:00,Heating,null
2021-06-15T17:00:00+02:00,Ventilation,null
2021-06-15T17:00:00+02:00,Sokets plug,null
2021-06-15T17:00:00+02:00,Lighting,null
2021-06-15T17:00:00+02:00,Other electricity,null
2021-06-15T17:00:00+02:00,Cooling,null
2021-06-15T17:00:00+02:00,Heating,null
2021-06-15T18:00:00+02:00,Ventilation,null
2021-06-15T18:00:00+02:00,Sokets plug,null
2021-06-15T18:00:00+02:00,Lighting,null
2021-06-15T18:00:00+02:00,Other electricity,null
2021-06-15T18:00:00+02:00,Cooling,null
2021-06-15T18:00:00+02:00,Heating,null
2021-06-15T19:00:00+02:00,Ventilation,null
2021-06-15T19:00:00+02:00,Sokets plug,null
2021-06-15T19:00:00+02:00,Lighting,null
2021-06-15T19:00:00+02:00,Other electricity,null
2021-06-15T19:00:00+02:00,Cooling,null
2021-06-15T19:00:00+02:00,Heating,null
2021-06-15T20:00:00+02:00,Ventilation,null
2021-06-15T20:00:00+02:00,Sokets plug,null
2021-06-15T20:00:00+02:00,Lighting,null
2021-06-15T20:00:00+02:00,Other electricity,null
2021-06-15T20:00:00+02:00,Cooling,null
2021-06-15T20:00:00+02:00,Heating,null
2021-06-15T21:00:00+02:00,Ventilation,null
2021-06-15T21:00:00+02:00,Sokets plug,null
2021-06-15T21:00:00+02:00,Lighting,null
2021-06-15T21:00:00+02:00,Other electricity,null
2021-06-15T21:00:00+02:00,Cooling,null
2021-06-15T21:00:00+02:00,Heating,null
2021-06-15T22:00:00+02:00,Ventilation,null
2021-06-15T22:00:00+02:00,Sokets plug,null
2021-06-15T22:00:00+02:00,Lighting,null
2021-06-15T22:00:00+02:00,Other electricity,null
2021-06-15T22:00:00+02:00,Cooling,null
2021-06-15T22:00:00+02:00,Heating,null
2021-06-15T23:00:00+02:00,Ventilation,null
2021-06-15T23:00:00+02:00,Sokets plug,null
2021-06-15T23:00:00+02:00,Lighting,null
2021-06-15T23:00:00+02:00,Other electricity,null
2021-06-15T23:00:00+02:00,Cooling,null
2021-06-15T23:00:00+02:00,Heating,null
2021-06-16T00:00:00+02:00,Ventilation,null
2021-06-16T00:00:00+02:00,Sokets plug,null
2021-06-16T00:00:00+02:00,Lighting,null
2021-06-16T00:00:00+02:00,Other electricity,null
2021-06-16T00:00:00+02:00,Cooling,null
2021-06-16T00:00:00+02:00,Heating,null
2021-06-16T01:00:00+02:00,Ventilation,null
2021-06-16T01:00:00+02:00,Sokets plug,null
2021-06-16T01:00:00+02:00,Lighting,null
2021-06-16T01:00:00+02:00,Other electricity,null
2021-06-16T01:00:00+02:00,Cooling,null
2021-06-16T01:00:00+02:00,Heating,null
2021-06-16T02:00:00+02:00,Ventilation,null
2021-06-16T02:00:00+02:00,Sokets plug,null
2021-06-16T02:00:00+02:00,Lighting,null
2021-06-16T02:00:00+02:00,Other electricity,null
2021-06-16T02:00:00+02:00,Cooling,null
2021-06-16T02:00:00+02:00,Heating,null
2021-06-16T03:00:00+02:00,Ventilation,null
2021-06-16T03:00:00+02:00,Sokets plug,null
2021-06-16T03:00:00+02:00,Lighting,null
2021-06-16T03:00:00+02:00,Other electricity,null
2021-06-16T03:00:00+02:00,Cooling,null
2021-06-16T03:00:00+02:00,Heating,null
2021-06-16T04:00:00+02:00,Ventilation,null
2021-06-16T04:00:00+02:00,Sokets plug,null
2021-06-16T04:00:00+02:00,Lighting,null
2021-06-16T04:00:00+02:00,Other electricity,null
2021-06-16T04:00:00+02:00,Cooling,null
2021-06-16T04:00:00+02:00,Heating,null
2021-06-16T05:00:00+02:00,Ventilation,null
2021-06-16T05:00:00+02:00,Sokets plug,null
2021-06-16T05:00:00+02:00,Lighting,null
2021-06-16T05:00:00+02:00,Other electricity,null
2021-06-16T05:00:00+02:00,Cooling,null
2021-06-16T05:00:00+02:00,Heating,null
2021-06-16T06:00:00+02:00,Ventilation,null
2021-06-16T06:00:00+02:00,Sokets plug,null
2021-06-16T06:00:00+02:00,Lighting,null
2021-06-16T06:00:00+02:00,Other electricity,null
2021-06-16T06:00:00+02:00,Cooling,null
2021-06-16T06:00:00+02:00,Heating,null
2021-06-16T07:00:00+02:00,Ventilation,null
2021-06-16T07:00:00+02:00,Sokets plug,null
2021-06-16T07:00:00+02:00,Lighting,null
2021-06-16T07:00:00+02:00,Other electricity,null
2021-06-16T07:00:00+02:00,Cooling,null
2021-06-16T07:00:00+02:00,Heating,null
2021-06-16T08:00:00+02:00,Ventilation,null
2021-06-16T08:00:00+02:00,Sokets plug,null
2021-06-16T08:00:00+02:00,Lighting,null
2021-06-16T08:00:00+02:00,Other electricity,null
2021-06-16T08:00:00+02:00,Cooling,null
2021-06-16T08:00:00+02:00,Heating,null
2021-06-16T09:00:00+02:00,Ventilation,null
2021-06-16T09:00:00+02:00,Sokets plug,null
2021-06-16T09:00:00+02:00,Lighting,null
2021-06-16T09:00:00+02:00,Other electricity,null
2021-06-16T09:00:00+02:00,Cooling,null
2021-06-16T09:00:00+02:00,Heating,null
2021-06-16T10:00:00+02:00,Ventilation,null
2021-06-16T10:00:00+02:00,Sokets plug,null
2021-06-16T10:00:00+02:00,Lighting,null
2021-06-16T10:00:00+02:00,Other electricity,null
2021-06-16T10:00:00+02:00,Cooling,null
2021-06-16T10:00:00+02:00,Heating,null
2021-06-16T11:00:00+02:00,Ventilation,null
2021-06-16T11:00:00+02:00,Sokets plug,null
2021-06-16T11:00:00+02:00,Lighting,null
2021-06-16T11:00:00+02:00,Other electricity,null
2021-06-16T11:00:00+02:00,Cooling,null
2021-06-16T11:00:00+02:00,Heating,null
2021-06-16T12:00:00+02:00,Ventilation,null
2021-06-16T12:00:00+02:00,Sokets plug,null
2021-06-16T12:00:00+02:00,Lighting,null
2021-06-16T12:00:00+02:00,Other electricity,null
2021-06-16T12:00:00+02:00,Cooling,null
2021-06-16T12:00:00+02:00,Heating,null
2021-06-16T13:00:00+02:00,Ventilation,null
2021-06-16T13:00:00+02:00,Sokets plug,null
2021-06-16T13:00:00+02:00,Lighting,null
2021-06-16T13:00:00+02:00,Other electricity,null
2021-06-16T13:00:00+02:00,Cooling,null
2021-06-16T13:00:00+02:00,Heating,null
2021-06-16T14:00:00+02:00,Ventilation,null
2021-06-16T14:00:00+02:00,Sokets plug,null
2021-06-16T14:00:00+02:00,Lighting,null
2021-06-16T14:00:00+02:00,Other electricity,null
2021-06-16T14:00:00+02:00,Cooling,null
2021-06-16T14:00:00+02:00,Heating,null
2021-06-16T15:00:00+02:00,Ventilation,null
2021-06-16T15:00:00+02:00,Sokets plug,null
2021-06-16T15:00:00+02:00,Lighting,null
2021-06-16T15:00:00+02:00,Other electricity,null
2021-06-16T15:00:00+02:00,Cooling,null
2021-06-16T15:00:00+02:00,Heating,null
